약국명,주소,대표전화,행정구,시작(월),마감(월),시작(화),마감(화),시작(수),마감(수),시작(목),마감(목),시작(금),마감(금),시작(토),마감(토),시작(일),마감(일),시작(공휴일),마감(공휴일),일요일운영,공휴일운영,야간운영(월),야간운영(화),야간운영(수),야간운영(목),야간운영(금),야간운영(토),야간운영(일),야간운영(공휴일)
세광약국,서울특별시 동대문구 왕산로 171 (제기동),02-962-8989,동대문구,700,2030,700,2030,700,2030,700,2030,700,2030,700,2030,700,2030,700,2030,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
세란약국,서울특별시 광진구 천호대로 635,02-455-0789,광진구,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400,700,2030,700,2030,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세란약국,서울특별시 관악구 남부순환로161가길 26,02-854-5925,관악구,830,2000,830,2000,830,2000,830,2000,830,2000,830,1800,700,2030,700,2030,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세란약국,서울특별시 서대문구 연세로 39 (창천동),02-322-1239,서대문구,900,1800,900,1800,900,1800,900,1800,900,1800,900,1800,700,2030,700,2030,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세란온누리약국,서울특별시 강서구 강서로 251 세란빌딩 103호 (내발산동),02-2065-1103,강서구,830,1800,830,1800,830,1800,830,1800,830,1800,830,1500,700,2030,700,2030,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세메론약국,서울특별시 동작구 여의대방로44길 47 (대방동 주공상가 101호),02-825-6161,동작구,900,1830,900,1830,900,1830,900,1830,900,1830,900,1500,700,2030,700,2030,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세명약국,서울특별시 구로구 오류로8길 16 세명프라자 201호 (오류동),02-2615-7570,구로구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,700,2030,700,2030,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세명약국,서울특별시 광진구 천호대로 575 (중곡동),02-447-2998,광진구,900,2130,900,2130,900,2130,900,2130,900,2130,900,2030,700,2030,700,2030,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
세명약국,서울특별시 강남구 학동로 411  (청담동),02-540-0054,강남구,830,1900,830,1900,830,1900,830,1900,830,1900,900,1530,700,2030,700,2030,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세명약국,서울특별시 마포구 마포대로 127,02-715-6290,마포구,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1600,700,2030,700,2030,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세민약국,서울특별시 종로구 자하문로7길 73 101호 (누하동 트라이빌),02-739-8851,종로구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500,700,2030,700,2030,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세브란스약국,서울특별시 노원구 섬밭로 209,02-974-3587,노원구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,700,2030,700,2030,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세브란스약국,서울특별시 동작구 동작대로25길 39 (사당동),02-593-1551,동작구,830,2200,830,2200,830,2200,830,2200,830,2200,830,2200,700,2030,700,2030,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
세브레스약국,서울특별시 용산구 대사관로 56 (한남동),02-798-3048,용산구,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300,700,2030,700,2030,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세븐약국,서울특별시 서초구 서초대로 240 지하1층 B02호 (서초동 서초동 동일하이빌),02-598-7753,서초구,900,1900,900,2100,900,1900,900,1900,900,2000,900,1630,700,2030,700,2030,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세븐약국,서울특별시 강서구 마곡동로 61 에이스프라자 403호 (마곡동),02-2088-4850,강서구,730,2030,730,2030,730,2030,730,2030,730,2030,900,1330,700,2030,700,2030,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
세빛약국,서울특별시 서대문구 응암로 64 1층 (북가좌동),02-6052-0333,서대문구,900,1900,900,2000,900,1900,900,1900,900,2000,900,1500,700,2030,700,2030,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세성심약국,서울특별시 영등포구 시흥대로187길 1,02-832-9144,영등포구,830,1820,830,1820,830,1820,830,1820,830,1820,830,1300,700,2030,700,2030,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세곡온누리약국,서울특별시 강남구 헌릉로569길 27 2층 (세곡동),070-8828-7963,강남구,900,2300,900,2300,900,2300,900,2300,900,2300,900,2300,900,2300,900,2300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
세심약국,서울특별시 성동구 마장로35길 76 105-2 (마장동현대아파트상가),02-2282-5734,성동구,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,700,2030,700,2030,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
세연약국,서울특별시 강남구 도곡로 242 105호 (도곡동 삼호아파트),02-6080-8002,강남구,930,1730,930,1730,930,1730,930,1730,930,1730,900,2200,700,2030,700,2030,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
세연약국,서울특별시 서대문구 연세로 50,02-364-6141,서대문구,845,1820,845,1820,845,1820,845,1820,845,1820,845,1400,700,2030,700,2030,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세영약국,서울특별시 관악구 남부순환로 1479  (신림동),02-856-2609,관악구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500,700,2030,700,2030,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세영약국,서울특별시 광진구 뚝섬로27길 65 (자양동),02-464-3577,광진구,830,2130,830,2130,830,2130,830,2130,830,2130,830,1700,700,2030,700,2030,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
세왕약국,서울특별시 양천구 중앙로 235 (신정동),02-2603-7284,양천구,900,1900,900,2000,900,1900,900,2000,900,1900,900,1300,700,2030,700,2030,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세원약국,서울특별시 은평구 갈현로 8 (신사동),02-359-5643,은평구,900,1930,900,1930,900,1930,900,2000,900,1930,900,1530,700,2030,700,2030,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세원약국,서울특별시 성북구 동소문로20가길 51 (동선동1가 수국빌딩),02-922-6060,성북구,900,2300,900,2300,900,2300,900,2300,900,2300,900,2300,1500,2300,900,2300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
세원약국,서울특별시 서대문구 모래내로15길 48 (남가좌동),02-372-7955,서대문구,1000,1930,1000,1930,1000,1930,1000,1930,1000,1930,1000,1930,1500,2300,900,2300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세이브약국,서울특별시 관악구 난곡로 220,02-853-6965,관악구,930,2030,930,2030,930,2030,930,2030,930,2030,930,1900,930,1900,930,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
세이지약국,서울특별시 서대문구 이화여대길 52 지하4층 404호,02-111-1111,서대문구,1100,1500,930,2030,930,2030,930,2030,930,2030,930,1900,930,1900,930,1900,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
세일약국,서울특별시 노원구 한글비석로 24,02-972-4339,노원구,930,2100,930,2100,930,2100,930,2100,930,2100,930,2000,930,1900,930,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
세일약국,서울특별시 강북구 도봉로71길 34 (수유동),02-989-1682,강북구,900,2000,900,2000,900,2000,900,2000,900,2000,930,2000,1000,1800,930,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
세종로약국,서울특별시 영등포구 여의대방로 197 (신길동),02-846-0072,영등포구,900,1930,900,1930,900,1930,900,1930,900,1930,900,1400,1000,1800,930,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
세종약국,서울특별시 금천구 독산로 199 (독산동),02-806-3224,금천구,900,2030,900,2030,900,2030,900,2030,900,2030,830,1900,1000,1400,930,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
세종약국,서울특별시 강남구 밤고개로1길 22,02-459-9464,강남구,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,1000,1400,930,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
세종약국,서울특별시 은평구 불광로 25 (대조동),02-384-1545,은평구,830,1900,830,1900,830,1900,830,1900,830,1900,830,1500,1000,1400,930,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
세종약국,서울특별시 성북구 보국문로 168 (정릉동),02-914-3685,성북구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,1000,1400,930,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
세종약국,서울특별시 종로구 세종대로23길 54 세종빌딩 지하1층 130호 (당주동),02-3210-2292,종로구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1330,1000,1400,930,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
세종약국,서울특별시 광진구 능동로 209 세종대학교 대양 AI센터 1층 (군자동),02-466-5110,광진구,900,1800,900,1800,900,1800,900,1800,900,1800,900,1330,1000,1400,930,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
세종약국,서울특별시 관악구 난곡로 181,02-861-5803,관악구,800,2000,800,2000,800,2000,800,2000,800,2000,900,1500,1000,1400,930,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
세진약국,서울특별시 구로구 개봉로 63  (개봉동),02-2060-0875,구로구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,1000,1400,930,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
세진약국,서울특별시 서초구 서초중앙로 125 (서초동),02-533-3528,서초구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1330,1000,1400,930,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
세진약국,서울특별시 강남구 압구정로36길 12 메디컬뱅크 1층 103호 (신사동),02-545-8548,강남구,900,1930,900,1930,900,1930,900,1930,900,1930,900,1500,1000,1400,930,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
세코아약국,서울특별시 강남구 논현로 703,02-552-6861,강남구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300,1000,1400,930,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
세화당약국,서울특별시 중랑구 중랑역로 21  (중화동),02-434-8794,중랑구,1130,2230,1130,2230,1130,2230,1130,2230,1130,2230,1130,2230,1100,2330,1130,2230,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
세화약국,서울특별시 서초구 신반포로 100 406호 (반포동 래미안퍼스티지신반포역상가),02-3478-9656,서초구,830,1830,830,1830,830,1830,830,1830,830,1830,900,1300,1100,2330,1130,2230,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
세화온누리약국,서울특별시 종로구 종로 86 보원빌딩 1층 (종로2가),02-733-2478,종로구,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1800,1100,2330,1000,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
세화온누리약국,서울특별시 강북구 도봉로77길 6  (수유동),02-988-2552,강북구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600,1100,2330,1000,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
센느약국,서울특별시 강남구 강남대로 516 101호 (논현동),02-540-0994,강남구,1030,2100,1030,2100,1030,2100,1030,2100,1030,2100,1030,1700,1100,2330,1000,1800,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
센츄럴팜약국,서울특별시 중구 한강대로 405  (봉래동2가),02-393-5505,중구,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,1800,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
센터온누리약국,서울특별시 광진구 능동로 420 (중곡동),02-461-1045,광진구,900,2030,900,2030,900,2030,900,2030,900,2030,900,1530,1000,2200,1000,1800,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
센터피스정약국,서울특별시 성북구 숭인로 50 상가동 2108호 (길음동 래미안길음센터피스),02-988-1800,성북구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,1000,2200,1000,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
센트럴약국,서울특별시 강동구 고덕로80길 123 고덕센트럴아이파크아파트(상가A동) 2층 206호 (상일동),02-428-2123,강동구,900,1930,900,1930,900,1930,900,1930,900,1930,900,1330,900,1300,900,1330,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
센트럴약국,서울특별시 중랑구 동일로92길 40 2층 204호 (면목동 사가정센트럴아이파크),02-434-9460,중랑구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,900,1300,900,1330,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
센트럴약국,서울특별시 서초구 방배로 83 2층 (방배동),02-525-1731,서초구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,900,1300,900,1330,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
센트럴약국,서울특별시 강남구 봉은사로 211,02-549-1210,강남구,930,2100,930,2100,930,2100,930,2100,930,2100,930,1630,900,1300,900,1330,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
셀럽약국,서울특별시 송파구 올림픽로 145 리센츠 2층 2A29호 (잠실동),02-6349-0529,송파구,930,1930,930,1930,930,1930,930,1930,930,1930,930,1600,900,1300,900,1330,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
셀약국,서울특별시 마포구 양화로 72 1층 118호 (서교동),02-337-7959,마포구,900,2500,900,2500,900,2500,900,2500,900,2500,900,2500,2100,2500,2200,2500,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
소나무약국,서울특별시 송파구 중대로 80  (문정동),02-402-4701,송파구,1000,2150,1000,2150,1000,2150,1000,2150,1000,2150,1000,2150,2100,2500,2200,2500,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
소나무약국,서울특별시 마포구 월드컵북로 402 케이지아이티센터 102호 (상암동),02-6393-5567,마포구,900,2000,900,2000,900,2000,900,2000,900,2000,930,1500,2100,2500,2200,2500,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
소나무약국,서울특별시 노원구 노원로 330 롯데마트 지하1층 (중계동),02-931-1996,노원구,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
소나무약국,서울특별시 영등포구 신길로 150-1 1층 (신길동),02-6674-0071,영등포구,800,2100,800,2100,800,2100,800,2100,800,2100,900,1400,1000,2200,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
소나무약국,서울특별시 강남구 개포로 220,02-572-6409,강남구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,1000,2200,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
소담약국,서울특별시 종로구 성균관로 18 (명륜2가),02-765-2126,종로구,900,2200,900,2200,900,2200,900,2200,900,2200,900,2100,1300,2100,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
소담약국,서울특별시 마포구 성암로 179 한샘상암 1층 (상암동),02-304-0779,마포구,800,1900,800,1900,800,1900,800,1900,800,1900,1400,1500,1300,2100,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
소담약국,서울특별시 노원구 상계로1길 14-11 A동 103호 (상계동 하이웰빙상가),02-952-1199,노원구,1000,1700,1000,1700,1000,1700,1000,1700,1000,1700,1400,1500,1300,2100,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
소라약국,서울특별시 광진구 면목로 117 1층 102호 (중곡동 바론채),02-469-5566,광진구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600,930,1300,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
소마약국,서울특별시 마포구 대흥로 57 1층 (대흥동),02-717-7361,마포구,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,900,1600,930,1300,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
소망메디컬약국,서울특별시 동작구 서달로 157 (흑석동),02-826-2223,동작구,830,2000,830,2000,830,2000,830,2000,830,2000,830,1800,930,1300,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
소망약국,서울특별시 양천구 오목로 322 1층 (목동),02-2653-0947,양천구,940,2100,940,2100,940,2100,940,2100,940,2100,930,1900,930,1300,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
소망약국,서울특별시 영등포구 영신로19길 23 (영등포동),02-845-4054,영등포구,900,2200,900,2200,900,2200,900,2200,900,2200,900,2100,930,1300,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
소망약국,서울특별시 성북구 정릉로 322 (정릉동),02-918-8055,성북구,900,2030,900,2030,900,2030,900,2030,900,2030,900,1700,930,1300,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
소망약국,서울특별시 동작구 신대방1가길 38 105동 305 306호 (신대방동 동작상떼빌아파트),02-6337-3107,동작구,830,1900,830,1900,830,1900,830,1900,830,1900,830,1900,930,1300,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
소망약국,서울특별시 마포구 양화로 165 상진빌딩 지하1층 (동교동),02-336-0630,마포구,900,2100,900,2100,900,2100,900,2100,900,2100,900,1800,930,1300,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
소망약국,서울특별시 종로구 종로 335 1층 (창신동 원풍빌딩),02-742-0075,종로구,900,2030,900,1930,900,1930,900,2030,900,1930,900,1600,930,1300,1000,2200,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
소망약국,서울특별시 동대문구 홍릉로 28 성일빌딩 1층 (청량리동),02-967-9626,동대문구,530,2929,900,1930,900,1930,900,2030,900,1930,900,1600,930,1300,1000,2200,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
소망약국,서울특별시 강북구 한천로 1088 1층 (수유동 현진빌딩),02-903-3353,강북구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,930,1300,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
소망약국,서울특별시 도봉구 마들로 691 1층 (도봉동),02-954-7291,도봉구,830,1830,830,1830,830,1830,830,1830,830,1830,830,1330,930,1300,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
소망약국,서울특별시 중랑구 봉화산로 105 1층(상봉동),02-434-6002,중랑구,900,1830,900,1830,900,1830,900,1830,900,1830,900,1830,900,1830,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
소망약국,서울특별시 중구 퇴계로88길 42,02-2253-2355,중구,830,1930,830,1930,830,1930,830,1930,830,1930,830,1400,900,1830,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
소망약국,서울특별시 노원구 한글비석로 235 305호(중계동세신프라자),02-933-3383,노원구,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400,900,1830,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
소망약국,서울특별시 관악구 남부순환로 1956 지하1층 (봉천동),02-876-5588,관악구,900,2000,900,2000,900,2000,900,2000,900,2000,900,2000,900,1830,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
소망약국,서울특별시 용산구 이촌로 264 106호(이촌동삼익상가),02-795-5582,용산구,900,2100,900,2100,900,2100,900,2100,900,2100,900,1830,900,1830,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
소망약국,서울특별시 금천구 독산로75길 16 (독산동),02-855-2054,금천구,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1500,900,1830,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
소망약국,서울특별시 강서구 공항대로41길 76,02-3665-8853,강서구,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300,900,1830,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
소망약국,서울특별시 강남구 테헤란로87길 13 1층 (삼성동 서영빌딩),02-555-6806,강남구,900,1930,900,1930,900,1930,900,1930,900,1930,900,1530,900,1830,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
소망온누리약국,서울특별시 광진구 능동로 318 (중곡동),02-2201-2236,광진구,830,2100,830,2100,830,2100,830,2100,830,2100,830,2100,900,1830,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
소망온누리약국,서울특별시 양천구 지양로 68 (신월동),02-2699-5662,양천구,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,1000,2100,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
소망온누리약국,서울특별시 강남구 학동로 315,02-543-1287,강남구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,1000,2100,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
소망온누리약국,서울특별시 은평구 가좌로5길 22-1 (응암동),02-373-6288,은평구,900,1800,900,1800,900,1800,900,1800,900,1800,900,1600,1000,2100,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
소명약국,서울특별시 용산구 우사단로 43 (이태원동),02-795-9954,용산구,930,2200,930,2200,930,2200,930,2200,930,2200,930,2200,1000,2100,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
소명약국,서울특별시 서대문구 모래내로15길 68 (남가좌동),02-302-7575,서대문구,900,1900,900,1900,900,1300,900,1900,900,1900,900,1300,1000,2100,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
소백약국,서울특별시 송파구 양산로 12 세신거여훼미리타운 1층 107호 (거여동),02-400-8805,송파구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500,1000,2100,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
소생약국,서울특별시 서대문구 응암로 81 1층 (북가좌동),02-303-7793,서대문구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,1000,2100,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
소원약국,서울특별시 강서구 강서로 173 터보빌딩 2층 일부호 (화곡동),02-2608-3533,강서구,830,1900,830,1900,830,1900,830,1900,830,1900,830,1400,900,1800,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
소원약국,서울특별시 은평구 수색로 256 (수색동),02-372-6474,은평구,700,2100,700,2100,700,2100,700,2100,700,2100,700,2100,900,1800,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
소원약국,서울특별시 강북구 도봉로 205 (미아동),02-988-0691,강북구,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,900,2100,900,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
소원약국,서울특별시 성북구 개운사길 2 1층 (안암동5가),02-3291-1905,성북구,820,1900,820,1900,820,1900,820,1900,820,1900,820,1500,900,2100,900,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
소은약국,서울특별시 강남구 도산대로50길 9 1층 (논현동 청석빌딩),02-3443-5561,강남구,930,2200,930,2200,930,2200,930,2200,930,2200,930,2100,900,2100,900,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
소중한약국,서울특별시 양천구 오목로 64 1층 (신월동),02-2607-4061,양천구,830,1900,830,1900,830,1900,830,1900,830,1900,830,1400,900,2100,900,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
소호약국,서울특별시 강남구 논현로 848 1층 (신사동),02-543-8207,강남구,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1800,900,2100,900,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
